datetime,load_mw,month,year
2024-01-18T17:00:00.000-0500,2418.523,1,2024
2024-01-18T18:00:00.000-0500,2491.614,1,2024
2024-01-18T19:00:00.000-0500,2466.242,1,2024
2024-01-18T20:00:00.000-0500,2424.606,1,2024
2024-01-18T21:00:00.000-0500,2344.709,1,2024
2024-01-18T22:00:00.000-0500,2220.049,1,2024
2024-01-18T23:00:00.000-0500,2082.916,1,2024
2024-01-19T00:00:00.000-0500,1965.81,1,2024
2024-01-19T01:00:00.000-0500,1883.071,1,2024
2024-01-19T02:00:00.000-0500,1845.596,1,2024
2024-01-19T03:00:00.000-0500,1827.53,1,2024
2024-01-19T04:00:00.000-0500,1831.609,1,2024
2024-01-19T05:00:00.000-0500,1875.558,1,2024
2024-01-19T06:00:00.000-0500,1995.685,1,2024
2024-01-19T07:00:00.000-0500,2183.665,1,2024
2024-01-19T08:00:00.000-0500,2315.883,1,2024
2024-01-19T09:00:00.000-0500,2357.621,1,2024
2024-01-19T10:00:00.000-0500,2379.457,1,2024
2024-01-19T11:00:00.000-0500,2392.114,1,2024
2024-01-19T12:00:00.000-0500,2373.109,1,2024
2024-01-19T13:00:00.000-0500,2349.461,1,2024
2024-01-19T14:00:00.000-0500,2342.773,1,2024
2024-01-19T15:00:00.000-0500,2325.994,1,2024
2024-01-19T16:00:00.000-0500,2328.463,1,2024
2024-01-19T17:00:00.000-0500,2379.125,1,2024
2024-01-19T18:00:00.000-0500,2438.351,1,2024
2024-01-19T19:00:00.000-0500,2414.035,1,2024
2024-01-19T20:00:00.000-0500,2367.37,1,2024
2024-01-19T21:00:00.000-0500,2299.875,1,2024
2024-01-19T22:00:00.000-0500,2213.102,1,2024
2024-01-19T23:00:00.000-0500,2104.856,1,2024
2024-01-20T00:00:00.000-0500,1999.742,1,2024
2024-01-20T01:00:00.000-0500,1944.348,1,2024
2024-01-20T02:00:00.000-0500,1892.722,1,2024
2024-01-20T03:00:00.000-0500,1871.813,1,2024
2024-01-20T04:00:00.000-0500,1872.102,1,2024
2024-01-20T05:00:00.000-0500,1889.44,1,2024
2024-01-20T06:00:00.000-0500,1949.932,1,2024
2024-01-20T07:00:00.000-0500,2043.1,1,2024
2024-01-20T08:00:00.000-0500,2139.16,1,2024
2024-01-20T09:00:00.000-0500,2245.757,1,2024
2024-01-20T10:00:00.000-0500,2321.45,1,2024
2024-01-20T11:00:00.000-0500,2344.679,1,2024
2024-01-20T12:00:00.000-0500,2344.5,1,2024
2024-01-20T13:00:00.000-0500,2334.359,1,2024
2024-01-20T14:00:00.000-0500,2327.271,1,2024
2024-01-20T15:00:00.000-0500,2336.151,1,2024
2024-01-20T16:00:00.000-0500,2365.36,1,2024
2024-01-20T17:00:00.000-0500,2422.942,1,2024
2024-01-20T18:00:00.000-0500,2478.038,1,2024
2024-01-20T19:00:00.000-0500,2465.192,1,2024
2024-01-20T20:00:00.000-0500,2415.554,1,2024
2024-01-20T21:00:00.000-0500,2357.647,1,2024
2024-01-20T22:00:00.000-0500,2274.168,1,2024
2024-01-20T23:00:00.000-0500,2167.808,1,2024
2024-01-21T00:00:00.000-0500,2069.083,1,2024
